Degerlendirme Puani,Ikametgah Bolgesi,Ikametgah Sehri Kademe Puani,Uni Grup,Universite Turu,Burs Yuzdesi Grubu,Universite Kacinci Sinif,Universite Not Ortalamasi,Lise Mezuniyet Notu Grup,Anne Egitim Durumu Grup,Anne Calisma Durumu,Anne Sektor Grup,Baba Egitim Durumu Grup,Baba Sektor Grup,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Kulup Ismi Grup,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Spor Dalindaki Rolunuz Nedir?,STK Üye Grup,Aktif Katilim
18.0,0,6,0.0,0,0,0,0,0,1,0,0,1,0,7.0,0,5,0,0,1,0,0,1.0,1,5,1
12.0,1,5,0.0,0,0,2,2,0,1,0,0,1,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
8.0,2,1,0.0,0,0,2,2,0,1,1,1,1,2,2.0,0,5,0,0,0,1,0,1.0,0,5,1
14.0,2,1,0.0,0,0,0,0,0,2,0,0,1,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
38.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,3.0,1,2,0,0,1,0,0,1.0,0,5,2
37.0,2,1,0.0,0,0,2,2,0,1,1,1,0,0,1.0,1,1,0,0,1,1,0,1.0,0,5,3
12.0,0,4,0.0,0,0,0,0,0,1,0,0,1,0,3.0,0,5,0,0,0,0,0,1.0,0,5,0
23.0,2,1,0.0,0,0,0,0,0,1,1,1,1,0,1.0,1,1,0,0,0,0,0,1.0,0,5,1
28.0,0,5,0.0,0,0,2,2,0,2,0,0,1,0,2.0,1,2,0,0,0,0,0,1.0,0,5,1
32.0,0,1,0.0,0,0,2,2,0,1,0,0,1,2,0.0,1,3,0,0,1,0,0,1.0,0,5,2
49.0,1,1,0.0,0,0,2,2,0,1,0,0,0,1,1.0,1,1,0,1,1,0,0,1.0,0,4,3
16.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,3.0,0,5,0,0,0,0,0,1.0,0,5,0
12.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
26.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
24.0,2,1,0.0,0,0,2,2,0,1,2,0,0,0,3.0,1,1,0,0,0,0,0,1.0,0,5,1
16.0,2,1,0.0,0,0,2,2,0,1,0,0,0,1,4.0,0,5,0,0,0,1,0,1.0,0,5,1
62.0,2,1,0.0,0,0,2,2,0,3,0,0,2,0,3.0,1,3,1,1,1,0,0,1.0,1,4,4
28.0,2,1,0.0,0,0,0,0,0,1,0,0,2,2,2.0,1,1,0,0,1,0,0,1.0,0,5,2
13.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
28.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,3.0,0,5,1,0,0,0,0,1.0,1,5,1
12.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,7.0,0,5,0,0,0,1,0,1.0,0,5,1
8.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,4.0,0,5,0,0,0,1,0,1.0,1,5,1
22.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,1.0,1,2,0,0,0,0,0,1.0,0,5,1
26.0,2,1,0.0,0,0,1,1,0,0,0,0,0,0,7.0,0,5,0,0,0,0,0,1.0,0,5,0
28.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,5,1
47.0,1,2,0.0,0,0,2,2,0,1,0,0,0,0,2.0,1,1,0,1,1,1,0,1.0,0,0,4
22.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
8.0,1,3,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
12.0,2,1,0.0,0,0,0,0,0,1,2,1,0,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
27.0,2,1,0.0,0,0,2,2,0,1,0,0,2,1,1.0,0,5,1,0,0,0,0,1.0,1,5,1
41.0,0,3,0.0,0,0,2,2,0,1,0,0,1,0,1.0,1,1,0,0,1,0,0,1.0,0,5,2
29.0,0,6,0.0,0,0,2,2,0,0,0,0,0,0,7.0,0,5,1,0,0,0,0,1.0,1,5,1
42.0,0,6,0.0,0,0,2,2,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
48.0,2,2,0.0,0,0,0,0,0,1,0,0,1,1,4.0,0,5,0,1,1,1,0,1.0,0,4,3
42.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,5.0,1,1,0,0,1,1,0,1.0,0,5,3
24.0,0,6,0.0,0,0,0,0,0,1,0,0,0,0,10.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,2,1,0.0,0,0,0,0,0,1,1,1,0,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
26.0,2,2,0.0,0,0,0,0,0,1,0,0,2,1,2.0,0,5,0,0,0,0,0,1.0,0,5,0
24.0,0,5,0.0,0,0,0,0,0,1,1,1,1,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,0,0,0,0,0,1,0,0,0,1,4.0,0,5,0,0,0,0,0,1.0,0,5,0
24.0,2,1,0.0,0,0,0,0,0,1,0,0,2,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
28.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
24.0,2,1,0.0,0,0,0,0,0,1,0,0,1,2,2.0,0,5,0,0,0,0,0,1.0,0,5,0
24.0,0,3,0.0,0,0,2,2,0,0,0,0,0,0,4.0,0,5,0,0,0,0,0,1.0,0,5,0
26.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,4.0,0,5,0,0,1,0,0,1.0,0,5,1
12.0,2,1,0.0,0,0,2,2,0,2,1,2,2,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
34.0,1,3,0.0,0,0,2,2,0,1,0,0,0,1,2.0,1,4,0,0,0,1,0,1.0,0,5,2
29.0,2,1,0.0,0,0,0,0,0,1,0,0,2,0,3.0,0,5,0,0,0,0,0,1.0,0,5,0
20.0,2,1,0.0,0,0,0,0,0,1,0,0,1,2,3.0,0,5,0,0,0,0,0,1.0,0,5,0
37.0,2,2,0.0,0,0,0,0,0,1,1,1,1,2,1.0,1,1,0,0,0,1,0,1.0,0,5,2
48.0,0,5,0.0,0,0,2,2,0,1,0,0,2,0,4.0,0,5,0,1,0,0,0,1.0,0,4,1
28.0,1,3,0.0,0,0,2,2,0,2,2,0,2,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,2,1,0.0,0,0,2,2,0,1,1,1,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
46.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,4.0,1,1,0,0,1,1,0,1.0,0,5,3
14.0,2,1,0.0,0,0,2,2,0,0,0,0,0,0,6.0,0,5,0,0,0,1,0,1.0,0,5,1
34.0,0,5,0.0,0,0,0,0,0,1,0,0,3,2,3.0,1,1,0,0,0,1,0,1.0,0,5,2
24.0,0,6,0.0,0,0,2,2,0,0,0,0,1,0,7.0,0,5,0,0,0,1,0,1.0,0,5,1
38.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,5.0,0,5,1,0,1,0,0,1.0,1,5,2
36.0,2,1,0.0,0,0,0,0,0,1,0,0,0,1,2.0,0,5,0,0,1,1,0,1.0,0,5,2
29.0,1,3,0.0,0,0,2,2,0,1,0,0,2,2,6.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,1,4,0.0,0,0,0,0,0,1,0,0,0,1,3.0,0,5,0,0,0,0,0,1.0,0,5,0
42.0,0,6,0.0,0,0,2,2,0,0,0,0,1,0,7.0,0,5,0,0,1,0,0,1.0,0,5,1
18.0,1,3,0.0,0,0,0,0,0,1,0,0,0,0,6.0,0,5,0,0,0,0,0,1.0,0,5,0
51.0,2,1,0.0,0,0,2,2,0,3,0,0,2,2,2.0,1,1,0,0,1,0,0,1.0,0,5,2
46.0,2,1,0.0,0,0,0,0,0,2,0,0,2,0,4.0,1,2,0,0,1,0,0,1.0,0,5,2
48.0,2,1,0.0,0,0,0,0,0,3,2,0,2,2,1.0,1,2,0,0,1,0,0,1.0,0,5,2
24.0,1,3,0.0,0,0,0,0,0,1,0,0,0,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
20.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,4.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,0,0,0,0,0,1,2,0,1,0,2.0,0,5,0,0,1,0,0,1.0,1,5,1
24.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
45.0,2,1,0.0,0,0,2,2,0,3,2,1,2,1,1.0,0,5,0,0,1,0,0,1.0,0,5,1
28.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,3.0,1,4,0,0,0,1,0,1.0,0,5,2
22.0,2,1,0.0,0,0,0,0,0,1,1,1,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
48.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,6.0,0,5,0,1,1,1,0,1.0,0,4,3
50.0,1,3,0.0,0,0,2,2,0,1,0,0,1,0,3.0,1,1,0,0,1,1,0,1.0,0,5,3
24.0,2,1,0.0,0,0,2,2,0,3,0,0,1,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
56.0,2,1,0.0,0,0,2,2,0,3,1,2,2,2,2.0,1,1,0,0,1,0,0,1.0,0,5,2
56.0,0,4,0.0,0,0,2,2,0,2,0,0,1,0,4.0,1,3,1,0,1,1,0,1.0,1,5,4
56.0,2,1,0.0,0,0,0,0,0,3,1,2,2,0,2.0,1,1,0,0,1,0,0,1.0,0,5,2
22.0,2,1,0.0,0,0,2,2,0,3,0,1,2,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
48.0,2,1,0.0,0,0,2,2,0,2,0,1,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,2.0,0,5,0,0,1,0,0,1.0,0,5,1
66.0,1,3,0.0,0,0,0,0,0,3,0,0,1,1,2.0,1,2,1,0,1,0,0,1.0,1,5,3
34.0,2,1,0.0,0,0,2,2,0,3,2,0,2,0,1.0,1,2,0,0,0,0,0,1.0,0,5,1
69.0,1,3,0.0,0,0,2,2,0,2,2,0,1,0,1.0,1,1,1,1,1,1,0,1.0,1,0,5
42.0,2,1,0.0,0,0,2,2,0,3,2,0,1,0,0.0,0,5,1,0,1,0,0,1.0,1,5,2
57.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,1.0,1,1,0,0,1,0,0,1.0,0,5,2
36.0,2,1,0.0,0,0,2,2,0,2,2,0,2,0,1.0,0,5,1,0,0,0,0,1.0,1,5,1
28.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,0,5,0,0,1,0,0,1.0,0,5,1
32.0,2,1,0.0,0,0,2,2,0,2,0,0,0,0,1.0,1,1,0,0,1,1,0,1.0,0,5,3
20.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,2.0,0,5,0,0,0,1,0,1.0,0,5,1
62.0,2,1,0.0,0,0,2,2,0,0,0,0,1,0,4.0,1,1,0,1,1,0,0,1.0,0,4,3
32.0,1,1,0.0,0,0,0,0,0,1,0,0,0,2,3.0,0,5,0,0,1,0,0,1.0,0,5,1
24.0,2,1,0.0,0,0,2,2,0,3,2,0,2,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
50.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,1.0,1,1,0,0,1,1,0,1.0,0,5,3
26.0,2,2,0.0,0,0,2,2,0,1,0,0,2,2,3.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,2,1,0.0,0,0,2,2,0,3,2,0,1,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
30.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
29.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
39.0,2,1,0.0,0,0,0,0,0,1,0,0,0,0,2.0,1,1,0,0,0,0,0,1.0,0,5,1
12.0,2,1,0.0,0,0,0,0,0,2,0,0,1,0,6.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
24.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,5.0,0,5,0,0,0,0,0,1.0,0,5,0
83.0,1,3,0.0,0,0,2,2,0,3,2,0,2,0,2.0,1,2,0,1,1,0,0,0.0,0,2,3
81.0,2,1,0.0,0,0,0,0,0,3,1,2,2,2,1.0,1,1,1,1,1,0,1,2.0,1,3,4
80.0,2,1,0.0,0,0,0,0,0,1,1,1,1,0,1.0,0,5,0,1,1,1,1,1.0,0,4,3
79.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,1,2,1,1,1,1,1,2.0,2,1,5
79.0,2,1,0.0,0,0,2,2,0,1,0,0,0,1,10.0,1,1,1,1,1,1,1,1.0,2,1,5
78.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,1.0,1,1,1,1,1,0,1,2.0,2,3,4
78.0,2,1,0.0,0,0,2,2,0,1,0,0,2,0,1.0,1,1,1,1,1,0,1,2.0,1,3,4
77.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,2.0,1,1,1,1,1,0,1,2.0,1,4,4
77.0,2,1,0.0,0,0,0,0,0,2,0,0,2,1,1.0,1,1,1,1,1,0,1,2.0,1,4,4
74.0,2,1,0.0,0,0,2,2,0,1,1,1,0,0,1.0,1,1,1,0,1,1,1,2.0,2,5,4
74.0,2,1,0.0,0,0,0,0,0,2,0,1,2,0,2.0,1,1,1,1,1,0,1,2.0,1,4,4
74.0,2,1,0.0,0,0,2,2,0,1,2,0,1,0,1.0,1,4,0,1,1,1,1,2.0,0,4,4
74.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,4.0,1,1,1,1,1,1,1,2.0,1,2,5
74.0,0,4,0.0,0,0,0,0,0,1,0,0,1,0,1.0,1,1,0,1,1,0,1,1.0,0,4,3
74.0,2,1,0.0,0,0,0,0,0,3,2,0,2,0,2.0,1,1,1,1,1,1,1,2.0,2,0,5
74.0,2,1,0.0,0,0,0,0,0,1,1,2,0,0,1.0,1,1,1,1,1,0,1,2.0,1,4,4
74.0,2,1,0.0,0,0,2,2,0,2,0,0,2,2,3.0,1,2,1,1,1,0,1,2.0,2,2,4
73.0,2,1,0.0,0,0,0,0,0,4,1,1,2,2,0.0,1,1,1,1,1,0,1,2.0,1,4,4
73.0,2,1,0.0,0,0,2,2,0,2,2,0,2,1,0.0,1,1,1,0,1,0,1,2.0,1,5,3
73.0,0,5,0.0,0,0,2,2,0,1,0,0,1,0,2.0,1,1,0,1,1,0,1,1.0,0,4,3
73.0,2,1,0.0,0,0,0,0,0,4,1,2,2,2,2.0,1,4,1,1,1,1,1,1.0,2,4,5
72.0,2,1,0.0,0,0,0,0,0,1,0,0,1,1,4.0,1,1,1,1,1,0,1,2.0,1,4,4
72.0,2,1,0.0,0,0,2,2,0,4,1,1,3,2,1.0,1,1,1,0,1,1,1,2.0,2,5,4
72.0,2,1,0.0,0,0,2,2,0,2,2,0,2,0,1.0,1,1,1,1,1,0,1,2.0,1,2,4
72.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,1.0,1,1,1,1,1,0,1,1.0,1,4,4
72.0,1,1,0.0,0,0,0,0,0,1,0,0,0,0,4.0,1,1,1,1,1,0,1,2.0,2,4,4
71.0,2,1,0.0,0,0,2,2,0,3,1,2,2,0,2.0,1,2,1,1,1,1,1,1.0,1,4,5
71.0,2,1,0.0,0,0,2,2,0,3,1,1,3,2,3.0,1,2,1,0,1,0,1,2.0,1,5,3
71.0,2,1,0.0,0,0,2,2,0,3,2,0,2,0,3.0,1,2,1,1,1,1,1,2.0,1,4,5
70.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,3.0,1,1,1,1,1,1,1,2.0,2,1,5
70.0,2,1,0.0,0,0,2,2,0,3,1,2,2,2,1.0,1,1,1,1,1,0,1,2.0,1,4,4
70.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,2.0,1,1,1,1,1,1,1,2.0,1,4,5
70.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,1.0,1,2,1,1,1,1,1,1.0,1,1,5
70.0,2,1,0.0,0,0,2,2,0,2,0,0,1,1,1.0,1,1,1,0,1,1,1,2.0,2,5,4
70.0,2,1,0.0,0,0,2,2,0,3,2,0,2,0,1.0,1,1,1,0,1,0,1,2.0,1,5,3
70.0,2,1,0.0,0,0,0,0,0,3,1,1,2,2,1.0,1,1,1,1,0,0,1,2.0,1,4,3
70.0,2,1,0.0,0,0,2,2,0,1,0,0,2,0,1.0,1,1,1,1,1,0,1,2.0,1,1,4
70.0,2,1,0.0,0,0,0,0,0,3,0,0,2,1,4.0,1,1,1,1,1,1,1,2.0,1,4,5
70.0,2,2,0.0,0,0,2,2,0,1,0,0,1,0,2.0,1,1,1,1,1,1,1,2.0,1,4,5
69.0,2,1,0.0,0,0,0,0,0,2,1,1,1,0,1.0,1,1,1,1,1,1,1,2.0,1,3,5
69.0,2,1,0.0,0,0,2,2,0,2,2,0,1,1,1.0,1,1,1,1,1,1,1,2.0,2,4,5
69.0,2,2,0.0,0,0,0,0,0,2,0,0,1,0,1.0,1,1,1,1,1,1,1,2.0,1,1,5
69.0,2,1,0.0,0,0,2,2,0,2,0,0,1,2,1.0,1,3,1,1,1,1,1,0.0,1,4,5
69.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,4.0,1,1,1,1,1,1,1,1.0,1,1,5
69.0,2,1,0.0,0,0,2,2,0,3,1,2,3,2,2.0,1,1,1,1,1,1,1,1.0,2,4,5
69.0,2,1,0.0,0,0,0,0,0,3,2,0,2,2,0.0,1,4,1,1,1,1,1,1.0,2,1,5
69.0,2,2,0.0,0,0,0,0,0,1,0,0,1,2,3.0,1,1,1,1,1,1,1,2.0,1,2,5
68.0,2,1,0.0,0,0,0,0,0,3,1,2,1,0,2.0,1,1,1,1,1,0,1,2.0,1,4,4
68.0,2,1,0.0,0,0,2,2,0,2,2,0,2,0,1.0,1,1,1,0,1,0,1,2.0,2,5,3
68.0,2,1,0.0,0,0,0,0,0,3,1,2,3,2,2.0,1,4,1,1,1,0,1,2.0,1,4,4
68.0,2,1,0.0,0,0,2,2,0,2,1,1,1,0,1.0,1,2,1,1,1,1,1,1.0,2,4,5
68.0,2,1,0.0,0,0,0,0,0,1,0,0,2,2,1.0,1,2,0,1,1,0,1,2.0,0,4,3
68.0,2,1,0.0,0,0,2,2,0,1,0,0,1,1,2.0,1,2,1,1,1,1,1,2.0,1,4,5
68.0,1,5,0.0,0,0,2,2,0,2,0,0,2,2,3.0,1,1,1,1,1,0,1,2.0,1,1,4
68.0,1,3,0.0,0,0,2,2,0,0,0,0,1,0,3.0,1,2,1,1,1,1,1,2.0,2,4,5
68.0,1,3,0.0,0,0,2,2,0,1,0,0,0,0,4.0,1,1,1,1,1,0,1,1.0,1,1,4
68.0,0,2,0.0,0,0,2,2,0,1,0,0,1,1,2.0,1,3,1,1,1,1,1,1.0,2,2,5
68.0,2,1,0.0,0,0,0,0,0,3,1,2,2,0,1.0,1,2,0,1,1,1,1,1.0,0,4,4
68.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,2.0,1,2,1,0,1,1,1,1.0,2,5,4
68.0,2,1,0.0,0,0,0,0,0,3,0,0,1,0,4.0,1,2,1,1,1,1,1,2.0,1,1,5
68.0,2,1,0.0,0,0,0,0,0,3,1,2,2,2,1.0,1,3,1,1,1,1,1,2.0,2,4,5
68.0,2,1,0.0,0,0,2,2,0,2,0,0,2,2,3.0,1,3,1,1,1,1,1,2.0,1,2,5
68.0,2,1,0.0,0,0,2,2,0,2,1,1,2,0,1.0,1,3,1,1,1,1,1,2.0,2,4,5
68.0,2,1,0.0,0,0,2,2,0,3,0,0,2,0,1.0,1,1,0,1,1,0,1,2.0,0,3,3
68.0,2,1,0.0,0,0,0,0,0,4,1,1,2,0,1.0,1,1,1,1,1,0,1,2.0,1,2,4
68.0,2,1,0.0,0,0,2,2,0,3,1,1,2,0,2.0,1,1,0,1,1,1,1,2.0,0,4,4
68.0,2,1,0.0,0,0,2,2,0,0,0,0,1,1,2.0,1,3,1,1,1,1,1,1.0,1,3,5
67.0,2,1,0.0,0,0,2,2,0,1,2,0,0,0,1.0,1,2,0,1,1,0,1,1.0,0,4,3
66.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,2.0,1,1,1,1,1,0,1,0.0,2,4,4
66.0,1,4,0.0,0,0,2,2,0,1,0,0,0,0,4.0,1,1,1,1,1,1,1,1.0,1,1,5
66.0,1,4,0.0,0,0,2,2,0,2,0,0,2,1,2.0,1,1,1,1,1,1,1,0.0,1,4,5
66.0,2,1,0.0,0,0,2,2,0,3,1,2,2,2,1.0,1,1,1,1,1,1,1,2.0,1,4,5
66.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,2.0,1,1,1,0,1,0,1,1.0,2,5,3
66.0,2,1,0.0,0,0,2,2,0,2,2,0,2,2,0.0,1,1,0,1,1,0,1,2.0,0,4,3
66.0,1,4,0.0,0,0,0,0,0,1,1,1,0,1,1.0,1,1,1,1,1,0,1,1.0,1,1,4
66.0,0,6,0.0,0,0,2,2,0,3,2,0,2,0,2.0,1,1,1,1,1,1,1,1.0,1,3,5
66.0,2,1,0.0,0,0,2,2,0,3,1,2,3,2,1.0,1,2,1,1,1,1,1,2.0,1,3,5
66.0,2,1,0.0,0,0,2,2,0,2,0,0,2,0,1.0,1,1,1,1,1,1,1,2.0,1,4,5
65.0,2,1,0.0,0,0,2,2,0,0,0,0,2,0,3.0,1,1,0,1,1,1,1,2.0,0,4,4
65.0,2,1,0.0,0,0,2,2,0,2,0,0,0,0,2.0,1,2,1,0,1,1,1,0.0,2,5,4
65.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,2.0,1,1,0,1,1,1,1,2.0,0,4,4
65.0,2,1,0.0,0,0,2,2,0,3,0,0,3,2,4.0,1,2,1,0,1,1,1,1.0,1,5,4
65.0,2,2,0.0,0,0,0,0,0,1,0,0,1,0,4.0,1,1,0,1,1,0,0,0.0,0,4,3
65.0,2,1,0.0,0,0,2,2,0,3,1,1,2,1,1.0,1,1,0,1,1,0,1,2.0,0,4,3
65.0,2,1,0.0,0,0,2,2,0,0,0,0,1,0,4.0,1,1,1,1,1,1,1,2.0,1,3,5
64.0,2,1,0.0,0,0,0,0,0,2,0,0,2,1,0.0,1,2,1,1,1,1,1,2.0,1,4,5
64.0,2,1,0.0,0,0,0,0,0,1,0,0,1,0,1.0,1,1,1,0,1,0,1,2.0,1,5,3
64.0,2,1,0.0,0,0,0,0,0,2,0,0,2,0,2.0,1,1,1,1,1,1,1,2.0,1,4,5
64.0,2,1,0.0,0,0,0,0,0,3,0,0,1,1,2.0,1,3,1,0,1,0,1,2.0,1,5,3
64.0,0,2,0.0,0,0,2,2,0,2,0,0,1,0,1.0,1,1,0,1,1,0,1,2.0,0,4,3
64.0,0,6,0.0,0,0,2,2,0,1,0,0,1,0,5.0,1,1,1,1,1,0,1,1.0,1,4,4
64.0,1,5,0.0,0,0,0,0,0,2,0,0,1,0,1.0,1,2,1,1,1,1,1,0.0,1,3,5
64.0,2,1,0.0,0,0,2,2,0,2,1,1,0,2,2.0,1,1,1,1,1,1,1,2.0,2,4,5
64.0,0,4,0.0,0,0,0,0,0,1,0,0,1,0,3.0,1,3,1,1,1,1,1,1.0,1,0,5
64.0,0,3,0.0,0,0,2,2,0,2,0,0,2,2,4.0,1,1,0,1,1,0,1,1.0,0,4,3
64.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,1,1,1,0,1,1,1,2.0,2,5,4
64.0,2,1,0.0,0,0,0,0,0,0,0,0,2,0,1.0,1,1,1,1,1,1,1,2.0,2,4,5
64.0,2,1,0.0,0,0,2,2,0,1,0,0,1,2,2.0,1,3,1,0,1,1,1,1.0,2,1,4
64.0,2,1,0.0,0,0,2,2,0,1,0,0,2,0,2.0,1,1,1,1,1,0,1,1.0,1,4,4
64.0,2,1,0.0,0,0,0,0,0,1,1,1,1,0,2.0,1,1,1,0,1,0,1,1.0,1,2,3
64.0,2,3,0.0,0,0,2,2,0,1,0,0,2,0,1.0,1,1,1,1,1,0,1,0.0,1,4,4
64.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,3.0,1,3,1,0,1,1,1,2.0,1,5,4
64.0,2,1,0.0,0,0,2,2,0,3,1,2,2,2,1.0,1,1,1,1,1,1,1,2.0,1,4,5
64.0,1,3,0.0,0,0,0,0,0,2,2,1,1,0,2.0,1,3,1,1,1,1,1,1.0,1,2,5
64.0,0,2,0.0,0,0,2,2,0,1,1,1,1,1,2.0,1,2,1,1,1,0,1,0.0,1,4,4
64.0,2,1,0.0,0,0,2,2,0,3,2,0,3,1,1.0,1,1,1,0,0,1,1,2.0,1,5,3
64.0,2,1,0.0,0,0,2,2,0,1,0,0,0,1,2.0,1,1,1,1,1,0,1,2.0,2,3,4
63.0,2,1,0.0,0,0,2,2,0,2,2,0,1,0,1.0,1,1,0,1,1,0,1,2.0,0,2,3
63.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,2.0,1,2,0,1,1,0,1,1.0,0,3,3
63.0,0,4,0.0,0,0,2,2,0,3,2,0,2,0,1.0,1,1,1,0,1,0,1,2.0,2,5,3
63.0,2,3,0.0,0,0,2,2,0,1,0,0,2,2,1.0,1,1,1,0,1,1,1,2.0,2,5,4
63.0,2,1,0.0,0,0,1,1,0,1,0,0,2,2,2.0,1,3,0,1,1,0,1,1.0,0,1,3
63.0,2,1,0.0,0,0,2,2,0,1,0,0,0,0,7.0,1,1,0,1,1,0,1,2.0,0,4,3
63.0,2,1,0.0,0,0,0,0,0,1,0,0,0,1,2.0,1,1,1,1,1,1,1,0.0,1,3,5
63.0,2,1,0.0,0,0,2,2,0,3,0,0,3,2,1.0,1,2,0,1,1,1,1,0.0,0,4,4
63.0,2,1,0.0,0,0,2,2,0,1,0,0,1,0,4.0,1,3,0,1,1,1,1,2.0,0,4,4
63.0,2,1,0.0,0,0,0,0,0,2,1,1,2,0,2.0,1,1,0,1,1,0,1,2.0,0,4,3
63.0,2,1,0.0,0,0,2,2,0,2,0,0,1,0,1.0,1,1,0,1,1,0,1,1.0,0,4,3
62.0,2,1,0.0,0,0,0,0,0,1,2,0,2,1,3.0,1,1,0,1,1,0,1,1.0,0,3,3
62.0,1,3,0.0,0,0,0,0,0,1,2,0,1,0,3.0,1,3,1,1,1,1,1,2.0,1,4,5
62.0,0,5,0.0,0,0,0,0,0,1,0,0,1,2,2.0,0,5,1,1,1,0,1,0.0,1,2,3
62.0,1,3,0.0,0,0,2,2,0,1,0,0,0,0,4.0,1,1,1,1,1,0,1,1.0,1,1,4
62.0,1,3,0.0,0,0,2,2,0,3,1,2,1,0,0.0,1,1,1,1,1,1,1,1.0,1,1,5
